Filename,start_date,end_date,mid_date,POINT_1_VELOCITY,POINT_2_VELOCITY,POINT_3_VELOCITY,POINT_4_VELOCITY,POINT_5_VELOCITY,POINT_6_VELOCITY,POINT_7_VELOCITY
2019-06-08_2019-06-20_S1B_S1B.tif,2019-06-08,2019-06-20,2019/06/14,,,,,,,
2020-09-28_2020-10-10_S1B_S1B_T2.tif,2020-09-28,2020-10-10,2020/10/04,,,,,,,
2019-04-14_2019-04-26_S1B_S1B_T2.tif,2019-04-14,2019-04-26,2019/04/20,,,,,,1524.0,768.0
2021-02-06_2021-02-12_S1B_S1A_T2.tif,2021-02-06,2021-02-12,2021/02/09,,,,,,,
2021-01-03_2021-01-09_S1B_S1A_T3.tif,2021-01-03,2021-01-09,2021/01/06,,,,,,,
2020-01-31_2020-02-06_S1B_S1A.tif,2020-01-31,2020-02-06,2020/02/03,7743.0,,,3549.0,2987.0,1623.0,695.0
2018-05-07_2018-05-19_S1A_S1A.tif,2018-05-07,2018-05-19,2018/05/13,,,,,,1443.0,757.0
2021-11-12_2021-11-18_S1B_S1A_T2.tif,2021-11-12,2021-11-18,2021/11/15,10337.0,,,4323.0,3574.0,1852.0,978.0
2021-01-18_2021-01-24_S1B_S1A.tif,2021-01-18,2021-01-24,2021/01/21,,,,,,,
2020-07-05_2020-07-17_S1B_S1B.tif,2020-07-05,2020-07-17,2020/07/11,,,,3882.0,3151.0,1681.0,
2021-01-08_2021-01-14_S1B_S1A.tif,2021-01-08,2021-01-14,2021/01/11,,,,,3409.0,1889.0,766.0
2019-04-18_2019-04-24_S1B_S1A.tif,2019-04-18,2019-04-24,2019/04/21,6849.0,,,3415.0,2988.0,1687.0,
2020-09-18_2020-09-24_S1B_S1A.tif,2020-09-18,2020-09-24,2020/09/21,,,,,,,
2019-10-30_2019-11-11_S1B_S1B.tif,2019-10-30,2019-11-11,2019/11/05,,,,,,,
2020-06-13_2020-06-25_S1A_S1A.tif,2020-06-13,2020-06-25,2020/06/19,,,5481.0,,,1548.0,801.0
2018-09-14_2018-09-20_S1B_S1A_T2.tif,2018-09-14,2018-09-20,2018/09/17,,,,,,,
2019-04-28_2019-05-10_S1B_S1B.tif,2019-04-28,2019-05-10,2019/05/04,,,,,,,
2018-05-08_2018-05-14_S1B_S1A.tif,2018-05-08,2018-05-14,2018/05/11,,,4982.0,3250.0,2863.0,1388.0,713.0
2019-04-30_2019-05-12_S1B_S1B_T2.tif,2019-04-30,2019-05-12,2019/05/06,,,,,,,
2020-08-10_2020-08-22_S1B_S1B_T2.tif,2020-08-10,2020-08-22,2020/08/16,,,,,,,
2019-05-15_2019-05-27_S1B_S1B_T2.tif,2019-05-15,2019-05-27,2019/05/21,8076.0,,4810.0,3240.0,2777.0,1482.0,
2021-02-21_2021-02-27_S1B_S1A_T2.tif,2021-02-21,2021-02-27,2021/02/24,10102.0,,,4121.0,3413.0,1622.0,910.0
2020-10-21_2020-11-02_S1B_S1B_T2.tif,2020-10-21,2020-11-02,2020/10/27,,,,,,,
2018-11-16_2018-11-22_S1B_S1A.tif,2018-11-16,2018-11-22,2018/11/19,,,5061.0,,2854.0,1464.0,823.0
2018-03-14_2018-03-20_S1B_S1A.tif,2018-03-14,2018-03-20,2018/03/17,7020.0,,,3320.0,2986.0,1519.0,811.0
2022-05-10_2022-05-22_S1A_S1A.tif,2022-05-10,2022-05-22,2022/05/16,8029.0,,,,3285.0,1670.0,812.0
2019-03-21_2019-03-27_S1B_S1A.tif,2019-03-21,2019-03-27,2019/03/24,7129.0,,4662.0,3139.0,,1648.0,944.0
2018-03-21_2018-04-02_S1B_S1B.tif,2018-03-21,2018-04-02,2018/03/27,,,,3411.0,2878.0,1656.0,817.0
2020-05-21_2020-06-02_S1B_S1B.tif,2020-05-21,2020-06-02,2020/05/27,,,,,,,
2019-08-12_2019-08-18_S1B_S1A_T2.tif,2019-08-12,2019-08-18,2019/08/15,10073.0,7347.0,5235.0,3581.0,3143.0,1640.0,761.0
2020-08-28_2020-09-09_S1A_S1A_T2.tif,2020-08-28,2020-09-09,2020/09/03,,,,,,,
2020-12-04_2020-12-10_S1B_S1A_T2.tif,2020-12-04,2020-12-10,2020/12/07,10746.0,,6096.0,4194.0,3522.0,2046.0,857.0
2021-06-02_2021-06-08_S1B_S1A.tif,2021-06-02,2021-06-08,2021/06/05,,,,,,,
2019-04-07_2019-04-19_S1B_S1B.tif,2019-04-07,2019-04-19,2019/04/13,,,,,,,
2021-12-18_2021-12-24_S1B_S1A.tif,2021-12-18,2021-12-24,2021/12/21,,,,,,,
2020-02-20_2020-02-26_S1B_S1A.tif,2020-02-20,2020-02-26,2020/02/23,,,,,,,
2021-05-01_2021-05-13_S1B_S1B_T2.tif,2021-05-01,2021-05-13,2021/05/07,,,,,,,
2018-01-31_2018-02-12_S1A_S1A.tif,2018-01-31,2018-02-12,2018/02/06,,,,,,,
2021-11-03_2021-11-15_S1A_S1A_T2.tif,2021-11-03,2021-11-15,2021/11/09,,,,,,,
2020-10-05_2020-10-17_S1B_S1B.tif,2020-10-05,2020-10-17,2020/10/11,,,,,,,
2021-04-13_2021-04-25_S1A_S1A.tif,2021-04-13,2021-04-25,2021/04/19,9499.0,,,,,1880.0,
2021-02-09_2021-02-15_S1B_S1A.tif,2021-02-09,2021-02-15,2021/02/12,,,,,,,
2019-10-09_2019-10-21_S1A_S1A.tif,2019-10-09,2019-10-21,2019/10/15,,,,,2986.0,1697.0,802.0
2019-05-13_2019-05-25_S1B_S1B.tif,2019-05-13,2019-05-25,2019/05/19,,,,,,,
2020-03-10_2020-03-22_S1B_S1B_T2.tif,2020-03-10,2020-03-22,2020/03/16,,,,3324.0,,1546.0,763.0
2021-04-10_2021-04-16_S1B_S1A.tif,2021-04-10,2021-04-16,2021/04/13,,,,,,,
2022-05-29_2022-06-10_S1A_S1A.tif,2022-05-29,2022-06-10,2022/06/04,8582.0,,5343.0,3722.0,3204.0,1655.0,852.0
2018-03-10_2018-03-22_S1A_S1A.tif,2018-03-10,2018-03-22,2018/03/16,,,,,,,
2019-06-17_2019-06-23_S1B_S1A.tif,2019-06-17,2019-06-23,2019/06/20,9547.0,6865.0,5038.0,,2960.0,1651.0,967.0
2021-09-01_2021-09-13_S1B_S1B_T2.tif,2021-09-01,2021-09-13,2021/09/07,12275.0,,,,3708.0,2159.0,883.0
2019-05-12_2019-05-18_S1B_S1A.tif,2019-05-12,2019-05-18,2019/05/15,7679.0,,,3179.0,,1471.0,
2019-12-29_2020-01-04_S1B_S1A.tif,2019-12-29,2020-01-04,2020/01/01,,,,,,,
2018-03-06_2018-03-18_S1B_S1B.tif,2018-03-06,2018-03-18,2018/03/12,,,,3479.0,2895.0,1731.0,868.0
2020-09-15_2020-09-21_S1B_S1A.tif,2020-09-15,2020-09-21,2020/09/18,10517.0,,,,3241.0,1628.0,
2019-05-18_2019-05-30_S1A_S1A_T2.tif,2019-05-18,2019-05-30,2019/05/24,,,,,,,
2019-05-03_2019-05-09_S1B_S1A.tif,2019-05-03,2019-05-09,2019/05/06,,,,,,,
2018-08-21_2018-08-27_S1B_S1A.tif,2018-08-21,2018-08-27,2018/08/24,9162.0,,,,2775.0,1922.0,
2020-08-07_2020-08-19_S1A_S1A.tif,2020-08-07,2020-08-19,2020/08/13,,,6146.0,3993.0,3298.0,1689.0,781.0
2018-04-23_2018-05-05_S1B_S1B_T2.tif,2018-04-23,2018-05-05,2018/04/29,,,,,,,
2018-05-23_2018-06-04_S1A_S1A_T2.tif,2018-05-23,2018-06-04,2018/05/29,,,,,,,
2021-08-13_2021-08-25_S1B_S1B_T2.tif,2021-08-13,2021-08-25,2021/08/19,13337.0,,7081.0,4678.0,3953.0,2034.0,993.0
2020-06-05_2020-06-17_S1A_S1A.tif,2020-06-05,2020-06-17,2020/06/11,,,,,2900.0,1634.0,766.0
2022-05-17_2022-05-29_S1A_S1A.tif,2022-05-17,2022-05-29,2022/05/23,,,,,,1669.0,
2020-08-11_2020-08-23_S1B_S1B.tif,2020-08-11,2020-08-23,2020/08/17,,,,,,,
2019-03-25_2019-04-06_S1B_S1B.tif,2019-03-25,2019-04-06,2019/03/31,,,,3216.0,,1537.0,735.0
2021-09-25_2021-10-01_S1B_S1A.tif,2021-09-25,2021-10-01,2021/09/28,,,,,,,
2018-06-10_2018-06-22_S1B_S1B_T2.tif,2018-06-10,2018-06-22,2018/06/16,,,,,,,
2018-06-10_2018-06-22_S1B_S1B.tif,2018-06-10,2018-06-22,2018/06/16,,,,,,1678.0,818.0
2021-03-17_2021-03-29_S1B_S1B.tif,2021-03-17,2021-03-29,2021/03/23,,,,,,,
2018-08-21_2018-08-27_S1B_S1A_T2.tif,2018-08-21,2018-08-27,2018/08/24,,,,,,,
2021-05-28_2021-06-09_S1B_S1B.tif,2021-05-28,2021-06-09,2021/06/03,,,,,,,
2020-06-23_2020-07-05_S1B_S1B_T2.tif,2020-06-23,2020-07-05,2020/06/29,,,,,,,
2018-04-11_2018-04-17_S1B_S1A_T2.tif,2018-04-11,2018-04-17,2018/04/14,,,,,,,
2020-04-03_2020-04-15_S1B_S1B_T2.tif,2020-04-03,2020-04-15,2020/04/09,,,,,2855.0,1634.0,753.0
2018-08-21_2018-09-02_S1B_S1B_T2.tif,2018-08-21,2018-09-02,2018/08/27,,,,,,,
2019-02-01_2019-02-07_S1B_S1A.tif,2019-02-01,2019-02-07,2019/02/04,,,4626.0,,2849.0,1761.0,720.0
2019-12-22_2019-12-28_S1B_S1A_T2.tif,2019-12-22,2019-12-28,2019/12/25,,,5047.0,3588.0,3052.0,1630.0,763.0
2019-07-07_2019-07-13_S1B_S1A_T2.tif,2019-07-07,2019-07-13,2019/07/10,,,5453.0,3703.0,3275.0,1636.0,813.0
2018-09-16_2018-09-28_S1A_S1A.tif,2018-09-16,2018-09-28,2018/09/22,9040.0,,,3372.0,2979.0,1660.0,773.0
2018-05-02_2018-05-14_S1A_S1A.tif,2018-05-02,2018-05-14,2018/05/08,,,,3292.0,2886.0,1474.0,779.0
2020-05-09_2020-05-15_S1B_S1A_T2.tif,2020-05-09,2020-05-15,2020/05/12,7741.0,5808.0,,,,1332.0,
2018-12-19_2018-12-25_S1B_S1A.tif,2018-12-19,2018-12-25,2018/12/22,,,,3376.0,2621.0,1596.0,
2020-08-01_2020-08-13_S1B_S1B.tif,2020-08-01,2020-08-13,2020/08/07,,,,,,,
2018-08-03_2018-08-15_S1A_S1A.tif,2018-08-03,2018-08-15,2018/08/09,,,,3322.0,2827.0,1572.0,822.0
2020-07-20_2020-08-01_S1B_S1B.tif,2020-07-20,2020-08-01,2020/07/26,,,,,,,
2018-09-10_2018-09-22_S1B_S1B.tif,2018-09-10,2018-09-22,2018/09/16,8894.0,,,,2994.0,1565.0,804.0
2020-12-28_2021-01-03_S1B_S1A_T2.tif,2020-12-28,2021-01-03,2020/12/31,,,,4070.0,,1976.0,807.0
2018-01-08_2018-01-14_S1B_S1A.tif,2018-01-08,2018-01-14,2018/01/11,,,5112.0,3498.0,3258.0,1797.0,894.0
2018-11-09_2018-11-15_S1B_S1A.tif,2018-11-09,2018-11-15,2018/11/12,,,5023.0,3332.0,2903.0,1633.0,772.0
2020-07-08_2020-07-20_S1B_S1B.tif,2020-07-08,2020-07-20,2020/07/14,,,,,,,
2018-05-25_2018-05-31_S1B_S1A.tif,2018-05-25,2018-05-31,2018/05/28,6839.0,5918.0,,,,1434.0,793.0
2020-01-07_2020-01-13_S1B_S1A.tif,2020-01-07,2020-01-13,2020/01/10,,,,3497.0,3094.0,1474.0,792.0
2020-06-29_2020-07-11_S1A_S1A.tif,2020-06-29,2020-07-11,2020/07/05,,,,,3181.0,1724.0,802.0
2019-04-21_2019-04-27_S1B_S1A.tif,2019-04-21,2019-04-27,2019/04/24,,,,,,,
2019-05-06_2019-05-18_S1A_S1A.tif,2019-05-06,2019-05-18,2019/05/12,,,,3333.0,,1598.0,686.0
2021-05-04_2021-05-10_S1B_S1A.tif,2021-05-04,2021-05-10,2021/05/07,,,,,,,
2022-07-01_2022-07-13_S1A_S1A.tif,2022-07-01,2022-07-13,2022/07/07,,,,3875.0,,1824.0,861.0
2018-06-10_2018-06-16_S1B_S1A.tif,2018-06-10,2018-06-16,2018/06/13,7256.0,,,3398.0,,1713.0,1062.0
2019-06-01_2019-06-13_S1B_S1B.tif,2019-06-01,2019-06-13,2019/06/07,,,,,,,
2020-03-15_2020-03-27_S1B_S1B_T2.tif,2020-03-15,2020-03-27,2020/03/21,,,,3284.0,3036.0,1605.0,781.0
2018-01-29_2018-02-10_S1B_S1B_T2.tif,2018-01-29,2018-02-10,2018/02/04,,,,,,,
2020-04-09_2020-04-21_S1A_S1A.tif,2020-04-09,2020-04-21,2020/04/15,,,,,2965.0,1599.0,740.0
2021-05-25_2021-05-31_S1B_S1A.tif,2021-05-25,2021-05-31,2021/05/28,,8676.0,,4255.0,3482.0,1843.0,
2018-03-02_2018-03-14_S1B_S1B.tif,2018-03-02,2018-03-14,2018/03/08,,,,3518.0,2933.0,1613.0,815.0
2019-11-04_2019-11-16_S1B_S1B.tif,2019-11-04,2019-11-16,2019/11/10,,,,,,,
2018-11-01_2018-11-07_S1B_S1A.tif,2018-11-01,2018-11-07,2018/11/04,,,4821.0,3434.0,2771.0,1574.0,866.0
2021-04-01_2021-04-13_S1A_S1A.tif,2021-04-01,2021-04-13,2021/04/07,,,,,3471.0,1807.0,
2019-04-09_2019-04-15_S1B_S1A_T2.tif,2019-04-09,2019-04-15,2019/04/12,,,,3166.0,3014.0,1475.0,834.0
2020-04-02_2020-04-14_S1A_S1A.tif,2020-04-02,2020-04-14,2020/04/08,,,,,2836.0,1549.0,758.0
2021-05-01_2021-05-07_S1B_S1A.tif,2021-05-01,2021-05-07,2021/05/04,9920.0,7613.0,5601.0,3947.0,,1912.0,
2019-07-20_2019-08-01_S1A_S1A.tif,2019-07-20,2019-08-01,2019/07/26,,,5156.0,3443.0,2980.0,1605.0,869.0
2021-09-22_2021-09-28_S1B_S1A.tif,2021-09-22,2021-09-28,2021/09/25,12600.0,,,,3620.0,2093.0,1110.0
2021-05-31_2021-06-12_S1A_S1A_T2.tif,2021-05-31,2021-06-12,2021/06/06,,,,,,,
2020-07-31_2020-08-12_S1A_S1A.tif,2020-07-31,2020-08-12,2020/08/06,,,5009.0,3995.0,3290.0,1749.0,833.0
2021-07-03_2021-07-15_S1B_S1B.tif,2021-07-03,2021-07-15,2021/07/09,,,,,,,
2019-12-05_2019-12-11_S1B_S1A_T2.tif,2019-12-05,2019-12-11,2019/12/08,,,5328.0,3571.0,3035.0,1754.0,805.0
2020-04-18_2020-04-30_S1A_S1A.tif,2020-04-18,2020-04-30,2020/04/24,,,,,,1683.0,
2018-09-28_2018-10-10_S1A_S1A.tif,2018-09-28,2018-10-10,2018/10/04,,,5082.0,3375.0,2938.0,1581.0,757.0
2019-05-03_2019-05-09_S1B_S1A_T2.tif,2019-05-03,2019-05-09,2019/05/06,7531.0,,4665.0,,,1577.0,744.0
2018-04-19_2018-05-01_S1B_S1B.tif,2018-04-19,2018-05-01,2018/04/25,,,,3284.0,2969.0,1547.0,790.0
2020-10-05_2020-10-11_S1B_S1A_T2.tif,2020-10-05,2020-10-11,2020/10/08,11205.0,,6226.0,4277.0,3394.0,1709.0,882.0
2019-08-24_2019-08-30_S1B_S1A_T2.tif,2019-08-24,2019-08-30,2019/08/27,10364.0,,5356.0,,3146.0,1500.0,772.0
2020-09-23_2020-09-29_S1B_S1A.tif,2020-09-23,2020-09-29,2020/09/26,,,,,,,
2021-08-25_2021-09-06_S1B_S1B_T2.tif,2021-08-25,2021-09-06,2021/08/31,,,,4469.0,3725.0,1984.0,962.0
2018-06-22_2018-07-04_S1B_S1B.tif,2018-06-22,2018-07-04,2018/06/28,,,,,2880.0,1652.0,793.0
2018-04-11_2018-04-23_S1B_S1B_T2.tif,2018-04-11,2018-04-23,2018/04/17,,,,,,,
2021-06-15_2021-06-27_S1A_S1A.tif,2021-06-15,2021-06-27,2021/06/21,,,,4544.0,,2015.0,860.0
2021-02-18_2021-02-24_S1B_S1A_T2.tif,2021-02-18,2021-02-24,2021/02/21,,,,,,,
2021-07-18_2021-07-30_S1A_S1A_T2.tif,2021-07-18,2021-07-30,2021/07/24,,,,,,,
2021-05-09_2021-05-21_S1B_S1B.tif,2021-05-09,2021-05-21,2021/05/15,,,,,,,
2021-06-14_2021-06-26_S1B_S1B.tif,2021-06-14,2021-06-26,2021/06/20,,,,,,,
2019-06-25_2019-07-07_S1B_S1B.tif,2019-06-25,2019-07-07,2019/07/01,,,,,,,
2019-06-06_2019-06-18_S1B_S1B.tif,2019-06-06,2019-06-18,2019/06/12,,,,,,,
2020-02-20_2020-02-26_S1B_S1A_T3.tif,2020-02-20,2020-02-26,2020/02/23,,,,,,,
2022-02-27_2022-03-11_S1A_S1A_T2.tif,2022-02-27,2022-03-11,2022/03/05,,,,,,,
2020-12-13_2020-12-19_S1B_S1A.tif,2020-12-13,2020-12-19,2020/12/16,,,,,,,
2022-07-13_2022-07-25_S1A_S1A_T2.tif,2022-07-13,2022-07-25,2022/07/19,,,,,,,
2021-07-24_2021-08-05_S1B_S1B.tif,2021-07-24,2021-08-05,2021/07/30,,,,4656.0,3787.0,2026.0,
2020-09-01_2020-09-13_S1B_S1B.tif,2020-09-01,2020-09-13,2020/09/07,,,,,,,
2019-08-22_2019-09-03_S1A_S1A_T2.tif,2019-08-22,2019-09-03,2019/08/28,,,,,,,
2020-12-04_2020-12-10_S1B_S1A.tif,2020-12-04,2020-12-10,2020/12/07,,,,,,,
2021-04-27_2021-05-09_S1B_S1B.tif,2021-04-27,2021-05-09,2021/05/03,,,,,,,
2020-09-29_2020-10-11_S1A_S1A.tif,2020-09-29,2020-10-11,2020/10/05,11306.0,,,,3582.0,1858.0,840.0
2018-07-31_2018-08-12_S1B_S1B.tif,2018-07-31,2018-08-12,2018/08/06,,,4558.0,3240.0,2879.0,1648.0,880.0
2021-06-06_2021-06-12_S1B_S1A_T2.tif,2021-06-06,2021-06-12,2021/06/09,,,,,,,
2021-01-09_2021-01-15_S1B_S1A.tif,2021-01-09,2021-01-15,2021/01/12,,,,,,,
2022-07-09_2022-07-21_S1A_S1A.tif,2022-07-09,2022-07-21,2022/07/15,,,,3877.0,3322.0,1739.0,900.0
2021-07-30_2021-08-11_S1A_S1A_T2.tif,2021-07-30,2021-08-11,2021/08/05,,,,,,,
2021-03-02_2021-03-08_S1B_S1A_T2.tif,2021-03-02,2021-03-08,2021/03/05,,,,,,,
2022-01-22_2022-02-03_S1A_S1A.tif,2022-01-22,2022-02-03,2022/01/28,,,,,,,
2020-11-29_2020-12-05_S1B_S1A_T2.tif,2020-11-29,2020-12-05,2020/12/02,,,6176.0,4079.0,3347.0,1788.0,851.0
2021-05-21_2021-06-02_S1B_S1B.tif,2021-05-21,2021-06-02,2021/05/27,,,,,,,
2020-03-13_2020-03-25_S1A_S1A.tif,2020-03-13,2020-03-25,2020/03/19,,,,,,1706.0,776.0
2018-12-07_2018-12-13_S1B_S1A_T2.tif,2018-12-07,2018-12-13,2018/12/10,,,,,,,
2018-01-17_2018-01-23_S1B_S1A.tif,2018-01-17,2018-01-23,2018/01/20,,,5078.0,3565.0,3161.0,1762.0,792.0
2021-06-26_2021-07-02_S1B_S1A.tif,2021-06-26,2021-07-02,2021/06/29,,,,,,,
2019-04-26_2019-05-08_S1B_S1B_T2.tif,2019-04-26,2019-05-08,2019/05/02,,,,,,1382.0,
2019-02-07_2019-02-19_S1A_S1A_T2.tif,2019-02-07,2019-02-19,2019/02/13,,,,,,,
2021-08-23_2021-09-04_S1A_S1A.tif,2021-08-23,2021-09-04,2021/08/29,,,,4519.0,3591.0,2045.0,
2022-08-14_2022-08-26_S1A_S1A.tif,2022-08-14,2022-08-26,2022/08/20,,,5966.0,3902.0,3306.0,1788.0,879.0
2019-07-05_2019-07-17_S1A_S1A_T2.tif,2019-07-05,2019-07-17,2019/07/11,,,,,,,
2020-12-28_2021-01-03_S1B_S1A.tif,2020-12-28,2021-01-03,2020/12/31,,,,,,,
2019-12-17_2019-12-23_S1B_S1A.tif,2019-12-17,2019-12-23,2019/12/20,,,,,,,
2020-02-24_2020-03-01_S1B_S1A_T2.tif,2020-02-24,2020-03-01,2020/02/27,,,,,,,
2019-09-22_2019-10-04_S1B_S1B.tif,2019-09-22,2019-10-04,2019/09/28,,,,,,,
2021-08-29_2021-09-04_S1B_S1A_T2.tif,2021-08-29,2021-09-04,2021/09/01,,,,,,,
2018-04-05_2018-04-17_S1A_S1A_T2.tif,2018-04-05,2018-04-17,2018/04/11,,,,,,,
2019-12-05_2019-12-11_S1B_S1A.tif,2019-12-05,2019-12-11,2019/12/08,,,,,,,
2019-08-10_2019-08-22_S1A_S1A.tif,2019-08-10,2019-08-22,2019/08/16,,,,,2914.0,1589.0,799.0
2018-01-22_2018-01-28_S1B_S1A.tif,2018-01-22,2018-01-28,2018/01/25,,,,,,,
2019-09-03_2019-09-15_S1A_S1A_T2.tif,2019-09-03,2019-09-15,2019/09/09,,,,,,,
2019-07-13_2019-07-25_S1A_S1A.tif,2019-07-13,2019-07-25,2019/07/19,,,5385.0,3563.0,3152.0,1705.0,875.0
2018-08-17_2018-08-29_S1B_S1B.tif,2018-08-17,2018-08-29,2018/08/23,,,4838.0,,2778.0,1548.0,795.0
2020-04-13_2020-04-25_S1B_S1B_T2.tif,2020-04-13,2020-04-25,2020/04/19,,,,,,,
2020-05-21_2020-05-27_S1B_S1A.tif,2020-05-21,2020-05-27,2020/05/24,,,,,,,
2020-03-20_2020-04-01_S1B_S1B.tif,2020-03-20,2020-04-01,2020/03/26,,,,,,,
2020-08-13_2020-08-19_S1B_S1A_T2.tif,2020-08-13,2020-08-19,2020/08/16,12340.0,8978.0,6308.0,3964.0,3323.0,1746.0,827.0
2019-12-14_2019-12-20_S1B_S1A_T2.tif,2019-12-14,2019-12-20,2019/12/17,,,,,,,
2021-03-03_2021-03-15_S1B_S1B.tif,2021-03-03,2021-03-15,2021/03/09,,,,,,,
2019-04-30_2019-05-06_S1B_S1A_T2.tif,2019-04-30,2019-05-06,2019/05/03,,,,,,,
2020-01-03_2020-01-09_S1B_S1A_T2.tif,2020-01-03,2020-01-09,2020/01/06,7686.0,,5145.0,3569.0,3023.0,1584.0,766.0
2019-05-20_2019-05-26_S1B_S1A_T2.tif,2019-05-20,2019-05-26,2019/05/23,8243.0,6254.0,4766.0,,2942.0,1560.0,751.0
2019-02-19_2019-03-03_S1A_S1A.tif,2019-02-19,2019-03-03,2019/02/25,,,,,2723.0,1578.0,742.0
2020-07-08_2020-07-20_S1B_S1B_T2.tif,2020-07-08,2020-07-20,2020/07/14,,,6102.0,3905.0,3195.0,1717.0,838.0
2021-08-19_2021-08-31_S1A_S1A.tif,2021-08-19,2021-08-31,2021/08/25,,,,,3798.0,1973.0,989.0
2019-10-06_2019-10-18_S1B_S1B.tif,2019-10-06,2019-10-18,2019/10/12,,,,,,,
2019-08-12_2019-08-24_S1B_S1B_T2.tif,2019-08-12,2019-08-24,2019/08/18,,,5277.0,,2908.0,1592.0,794.0
2021-07-24_2021-07-30_S1B_S1A.tif,2021-07-24,2021-07-30,2021/07/27,14574.0,,,4650.0,3820.0,1984.0,841.0
2020-03-03_2020-03-15_S1B_S1B.tif,2020-03-03,2020-03-15,2020/03/09,,,,,,,
2021-10-06_2021-10-18_S1A_S1A.tif,2021-10-06,2021-10-18,2021/10/12,,,,,3746.0,2039.0,981.0
2021-08-17_2021-08-23_S1B_S1A.tif,2021-08-17,2021-08-23,2021/08/20,12521.0,9365.0,6652.0,4557.0,3760.0,2011.0,1052.0
2020-04-18_2020-04-30_S1A_S1A_T2.tif,2020-04-18,2020-04-30,2020/04/24,,,,,,,
2020-04-20_2020-05-02_S1B_S1B_T2.tif,2020-04-20,2020-05-02,2020/04/26,,,,,2766.0,1565.0,775.0
2020-05-18_2020-05-24_S1B_S1A.tif,2020-05-18,2020-05-24,2020/05/21,8140.0,,,,,1528.0,739.0
2021-01-01_2021-01-07_S1B_S1A.tif,2021-01-01,2021-01-07,2021/01/04,10616.0,,,4286.0,3277.0,1828.0,
2020-03-07_2020-03-13_S1B_S1A.tif,2020-03-07,2020-03-13,2020/03/10,7372.0,,,,2805.0,1536.0,694.0
2021-03-17_2021-03-23_S1B_S1A_T2.tif,2021-03-17,2021-03-23,2021/03/20,10115.0,,,4001.0,3239.0,1859.0,857.0
2022-03-27_2022-04-08_S1A_S1A.tif,2022-03-27,2022-04-08,2022/04/02,,,,,3239.0,1844.0,813.0
2019-06-29_2019-07-11_S1B_S1B_T2.tif,2019-06-29,2019-07-11,2019/07/05,,,,,,,
2022-04-08_2022-04-20_S1A_S1A_T2.tif,2022-04-08,2022-04-20,2022/04/14,,,,,,,
2020-06-01_2020-06-13_S1A_S1A.tif,2020-06-01,2020-06-13,2020/06/07,,,,,,1626.0,773.0
2021-04-15_2021-04-21_S1B_S1A.tif,2021-04-15,2021-04-21,2021/04/18,,,,,,,
2019-09-24_2019-10-06_S1B_S1B_T2.tif,2019-09-24,2019-10-06,2019/09/30,,,5543.0,,3108.0,1585.0,740.0
2021-01-28_2021-02-03_S1B_S1A.tif,2021-01-28,2021-02-03,2021/01/31,,,,,,,
2020-03-25_2020-04-06_S1A_S1A.tif,2020-03-25,2020-04-06,2020/03/31,,,,,2888.0,1521.0,716.0
2022-04-28_2022-05-10_S1A_S1A.tif,2022-04-28,2022-05-10,2022/05/04,,,,3649.0,2979.0,1802.0,
2019-04-12_2019-04-24_S1A_S1A_T2.tif,2019-04-12,2019-04-24,2019/04/18,,,,,,,
2020-08-19_2020-08-31_S1A_S1A.tif,2020-08-19,2020-08-31,2020/08/25,,,6191.0,3967.0,3210.0,1859.0,855.0
2018-06-13_2018-06-19_S1B_S1A.tif,2018-06-13,2018-06-19,2018/06/16,7477.0,6141.0,4745.0,3393.0,3000.0,1632.0,898.0
2019-12-31_2020-01-06_S1B_S1A.tif,2019-12-31,2020-01-06,2020/01/03,,,,,,,
2019-10-23_2019-10-29_S1B_S1A.tif,2019-10-23,2019-10-29,2019/10/26,,,,,,,
2021-05-28_2021-06-09_S1B_S1B_T2.tif,2021-05-28,2021-06-09,2021/06/03,,,,4436.0,,1877.0,
2020-09-11_2020-09-23_S1B_S1B_T2.tif,2020-09-11,2020-09-23,2020/09/17,10866.0,,,,3402.0,1728.0,853.0
2021-03-29_2021-04-04_S1B_S1A.tif,2021-03-29,2021-04-04,2021/04/01,,,,,,,
2020-10-17_2020-10-23_S1B_S1A_T2.tif,2020-10-17,2020-10-23,2020/10/20,11307.0,,6315.0,4031.0,3621.0,1700.0,793.0
2019-06-20_2019-06-26_S1B_S1A.tif,2019-06-20,2019-06-26,2019/06/23,,,,,,,
2021-02-21_2021-02-27_S1B_S1A.tif,2021-02-21,2021-02-27,2021/02/24,,,,,,,
2022-03-03_2022-03-15_S1A_S1A.tif,2022-03-03,2022-03-15,2022/03/09,,,,3482.0,,1911.0,842.0
2021-08-02_2021-08-14_S1A_S1A.tif,2021-08-02,2021-08-14,2021/08/08,,,7038.0,4610.0,3836.0,1975.0,924.0
2021-02-02_2021-02-14_S1B_S1B.tif,2021-02-02,2021-02-14,2021/02/08,,,,,,,
2020-01-31_2020-02-06_S1B_S1A_T2.tif,2020-01-31,2020-02-06,2020/02/03,,,,,,,
2018-08-24_2018-09-05_S1B_S1B.tif,2018-08-24,2018-09-05,2018/08/30,,,,,2835.0,1658.0,767.0
2020-10-12_2020-10-18_S1B_S1A.tif,2020-10-12,2020-10-18,2020/10/15,,,,,,,
2018-10-20_2018-10-26_S1B_S1A.tif,2018-10-20,2018-10-26,2018/10/23,,,5075.0,3563.0,3027.0,1501.0,758.0
